"Name","Gender","Department","Location","BonusRate","Salary","BonusAmount","TotalPaid","Rating"
"Mick Tanguy","Female","Research and Development","Lagos",0.033,97400,3214,100614,"Average"
"Janina Wolverson","Female","Research and Development","Kaduna",0.033,99680,3289,102969,"Average"
"Merrilee Plenty","Female","Research and Development","Abuja",0.033,87620,2891,90511,"Average"
"Edgard Irving","Male","Research and Development","Kaduna",0.033,87290,2881,90171,"Average"
"Kit Battlestone","Female","Research and Development","Abuja",0.033,115980,3827,119807,"Average"
"Dayle O'Luney","Female","Research and Development","Abuja",0.033,46750,1543,48293,"Average"
"Giffer Berlin","Female","Research and Development","Kaduna",0.033,92340,3047,95387,"Average"
"Rose Shurrocks","Female","Research and Development","Kaduna",0.033,32140,1061,33201,"Average"
"Lonny Caen","Female","Research and Development","Lagos",0.033,35980,1187,37167,"Average"
"Inger Chapelhow","Female","Research and Development","Abuja",0.033,84310,2782,87092,"Average"
"Murry Dryburgh","Male","Research and Development","Kaduna",0.033,69070,2279,71349,"Average"
"Laura Gomar","Female","Research and Development","Lagos",0.033,36860,1216,38076,"Average"
"Larry Pioch","Male","Research and Development","Abuja",0.033,49670,1639,51309,"Average"
"Issy McLevie","Male","Research and Development","Kaduna",0.033,84940,2803,87743,"Average"
"Addia Penwright","Male","Research and Development","Abuja",0.033,28130,928,29058,"Average"
"Romona Dimmne","Female","Research and Development","Kaduna",0.033,48250,1592,49842,"Average"
"Shelbi Aldin","Female","Research and Development","Abuja",0.033,40910,1350,42260,"Average"
"Bert Yaakov","Male","Research and Development","Kaduna",0.033,72040,2377,74417,"Average"
"Ruby Cracie","Male","Research and Development","Kaduna",0.033,78710,2597,81307,"Average"
"Kerwin Blakely","Male","Research and Development","Lagos",0.033,68480,2260,70740,"Average"
"Judie Di Bernardo","Male","Accounting","Abuja",0.02,117150,2343,119493,"Average"
"Constantino Espley","Male","Accounting","Abuja",0.02,96800,1936,98736,"Average"
"Torey Rosell","Male","Accounting","Kaduna",0.02,82670,1653,84323,"Average"
"Sly Cowley","Male","Accounting","Abuja",0.02,48530,971,49501,"Average"
"Enrichetta Mowles","Female","Accounting","Kaduna",0.02,74390,1488,75878,"Average"
"Toby Brodhead","Female","Accounting","Lagos",0.02,98400,1968,100368,"Average"
"Caron Kolakovic","Male","Accounting","Kaduna",0.02,49920,998,50918,"Average"
"Jaime Dowe","Female","Accounting","Lagos",0.02,39940,799,40739,"Average"
"Nathanial Brounfield","Male","Accounting","Kaduna",0.02,105120,2102,107222,"Average"
"Delphine Jewis","Female","Accounting","Kaduna",0.02,71820,1436,73256,"Average"
"Nerita Mycock","Male","Accounting","Kaduna",0.02,67430,1349,68779,"Average"
"Aretha Ettridge","Female","Accounting","Abuja",0.02,33760,675,34435,"Average"
"Petronella Marusik","Male","Accounting","Abuja",0.02,75600,1512,77112,"Average"
"Jamesy O'Ferris","Male","Accounting","Kaduna",0.02,36550,731,37281,"Average"
"Fanchon Furney","Male","Accounting","Abuja",0.02,95950,1919,97869,"Average"
"Alicea Pudsall","Male","Accounting","Abuja",0.02,67630,1353,68983,"Average"
"Franchot Crocken","Female","Accounting","Abuja",0.02,29610,592,30202,"Average"
"Dewie Stodart","Male","Accounting","Kaduna",0.02,78020,1560,79580,"Average"
"Jill Shipsey","Male","Accounting","Lagos",0.02,52960,1059,54019,"Average"
"Sissy Muehle","Female","Accounting","Kaduna",0.02,86470,1729,88199,"Average"
"Anjela Spancock","Male","Accounting","Lagos",0.02,98010,1960,99970,"Average"
"Emanuel Beldan","Male","Accounting","Abuja",0.02,94070,1881,95951,"Average"
"Kai Ryder","Female","Accounting","Lagos",0.02,119930,2399,122329,"Average"
"Gaultiero Have","Male","Accounting","Kaduna",0.02,115380,2308,117688,"Average"
"Tracy Renad","Female","Accounting","Abuja",0.02,114890,2298,117188,"Average"
"Barri Teacy","Female","Accounting","Lagos",0.02,86240,1725,87965,"Average"
"Amandy Jope","Male","Accounting","Abuja",0.02,99630,1993,101623,"Average"
"Danielle Johananoff","Male","Services","Lagos",0.023,109040,2508,111548,"Average"
"Marlowe Constantine","Male","Services","Abuja",0.023,60560,1393,61953,"Average"
"Jessica Burditt","Female","Services","Kaduna",0.023,97120,2234,99354,"Average"
"Nessy Baskwell","Male","Services","Kaduna",0.023,58130,1337,59467,"Average"
"Rosco Cogley","Male","Services","Abuja",0.023,86840,1997,88837,"Average"
"Benoite Ackermann","Female","Services","Abuja",0.023,57080,1313,58393,"Average"
"Orton Livick","Male","Services","Abuja",0.023,37920,872,38792,"Average"
"Ulick Maingot","Female","Services","Kaduna",0.023,42820,985,43805,"Average"
"Evanne Sheryn","Female","Services","Abuja",0.023,81900,1884,83784,"Average"
"Jobey Boneham","Female","Services","Kaduna",0.023,74010,1702,75712,"Average"
"Lucias Minico","Female","Services","Kaduna",0.023,67960,1563,69523,"Average"
"Ginger Myott","Female","Services","Abuja",0.023,31170,717,31887,"Average"
"Marco Wooland","Female","Services","Kaduna",0.023,85530,1967,87497,"Average"
"Pedro Carluccio","Male","Services","Lagos",0.023,41140,946,42086,"Average"
"Doro Nolte","Female","Services","Kaduna",0.023,109050,2508,111558,"Average"
"Noll Forbear","Male","Services","Kaduna",0.023,109380,2516,111896,"Average"
"Giacobo Donke","Male","Services","Kaduna",0.023,118360,2722,121082,"Average"
"Van Ruseworth","Female","Services","Abuja",0.023,80610,1854,82464,"Average"
"Shelby Buckland","Male","Services","Lagos",0.023,76390,1757,78147,"Average"
"Colly Littledike","Female","Services","Lagos",0.023,117150,2694,119844,"Average"
"Patti Dradey","Male","Services","Lagos",0.023,84740,1949,86689,"Average"
"Mathian MacMeeking","Female","Services","Lagos",0.023,45060,1036,46096,"Average"
"Reg MacMichael","Male","Services","Kaduna",0.023,106890,2458,109348,"Average"
"Herschel Wareham","Male","Services","Kaduna",0.023,110830,2549,113379,"Average"
"Penni Patemore","Male","Services","Kaduna",0.023,29330,675,30005,"Average"
"Halette Yesenev","Male","Services","Kaduna",0.023,61920,1424,63344,"Average"
"Roth Bourget","Male","Services","Kaduna",0.023,28870,664,29534,"Average"
"Hephzibah Summerell","Female","Services","Abuja",0.023,28310,651,28961,"Average"
"Lishe Casemore","Male","Services","Kaduna",0.023,117840,2710,120550,"Average"
"Lilyan Klimpt","Male","Services","Lagos",0.023,58960,1356,60316,"Average"
"Austine Littlewood","Female","Services","Abuja",0.023,32270,742,33012,"Average"
"Hildagard Reece","Female","Services","Lagos",0.023,41220,948,42168,"Average"
"Dulsea Folkes","Female","Services","Abuja",0.023,42160,970,43130,"Average"
"Appolonia Snook","Female","Services","Kaduna",0.023,93880,2159,96039,"Average"
"Yves Clunie","Female","Marketing","Lagos",0.035,75440,2640,78080,"Average"
"Izzy Brisco","Female","Marketing","Abuja",0.035,108080,3783,111863,"Average"
"Archaimbaud Pinchin","Male","Marketing","Kaduna",0.035,40270,1409,41679,"Average"
"Kayley Southwell","Female","Marketing","Kaduna",0.035,101670,3558,105228,"Average"
"Reena McKernan","Female","Marketing","Kaduna",0.035,104750,3666,108416,"Average"
"Tabbatha Pickston","Male","Marketing","Abuja",0.035,72040,2521,74561,"Average"
"Payton Pickervance","Male","Marketing","Kaduna",0.035,117020,4096,121116,"Average"
"Aubert Wedmore.","Female","Marketing","Lagos",0.035,61330,2147,63477,"Average"
"Genovera Ghost","Male","Marketing","Kaduna",0.035,72160,2526,74686,"Average"
"Bendite Bloan","Male","Marketing","Lagos",0.035,31820,1114,32934,"Average"
"Andrea Penfold","Male","Marketing","Kaduna",0.035,70230,2458,72688,"Average"
"Janene Hairsine","Female","Marketing","Abuja",0.035,104770,3667,108437,"Average"
"Isaak Rawne","Male","Marketing","Lagos",0.035,37360,1308,38668,"Average"
"Karon Oscroft","Male","Marketing","Lagos",0.035,112120,3924,116044,"Average"
"Barr Faughny","Female","Marketing","Abuja",0.035,68010,2380,70390,"Average"
"Skip Morkham","Female","Marketing","Kaduna",0.035,83180,2911,86091,"Average"
"Yanaton Wooster","Male","Marketing","Abuja",0.035,76930,2693,79623,"Average"
"Tammy Backson","Female","Marketing","Abuja",0.035,44820,1569,46389,"Average"
"Georgie Caress","Male","Marketing","Abuja",0.035,58260,2039,60299,"Average"
"Bobina Teale","Male","Marketing","Kaduna",0.035,116890,4091,120981,"Average"
"Jillana Gabbitis","Male","Marketing","Kaduna",0.035,91360,3198,94558,"Average"
"Carolin Fieldstone","Female","Marketing","Kaduna",0.035,36920,1292,38212,"Average"
"Israel Farndon","Male","Marketing","Lagos",0.035,107220,3753,110973,"Average"
"Fax Scotland","Female","Marketing","Abuja",0.035,57640,2017,59657,"Average"
"Husein Augar","Female","Marketing","Kaduna",0.035,67910,2377,70287,"Average"
"Joella Maevela","Female","Sales","Abuja",0.051,76210,3887,80097,"Good"
"Faunie Sinton","Female","Sales","Abuja",0.051,115230,5877,121107,"Good"
"Marcia Muldrew","Female","Sales","Lagos",0.051,71510,3647,75157,"Good"
"Gardy Eckersall","Male","Sales","Kaduna",0.051,79650,4062,83712,"Good"
"Floria Olivia","Female","Sales","Abuja",0.051,101500,5176,106676,"Good"
"Cristal Demangeot","Female","Sales","Abuja",0.051,72350,3690,76040,"Good"
"Joyce Esel","Male","Sales","Kaduna",0.051,101390,5171,106561,"Good"
"Chancey Dyos","Male","Sales","Kaduna",0.051,118060,6021,124081,"Good"
"Cheryl Mantz","Male","Sales","Kaduna",0.051,35740,1823,37563,"Good"
"Glennis Fussen","Female","Sales","Kaduna",0.051,58370,2977,61347,"Good"
"Jobie Basili","Female","Sales","Kaduna",0.051,39340,2006,41346,"Good"
"Helene Bouts","Male","Sales","Lagos",0.051,70380,3589,73969,"Good"
"Joaquin McVitty","Male","Sales","Lagos",0.051,68860,3512,72372,"Good"
"Rodina Drinan","Female","Sales","Abuja",0.051,77050,3930,80980,"Good"
"Rosaline Wenderott","Female","Sales","Abuja",0.051,36820,1878,38698,"Good"
"Florinda Crace","Female","Sales","Abuja",0.051,45510,2321,47831,"Good"
"Cullie Bourcq","Female","Sales","Abuja",0.051,45590,2325,47915,"Good"
"Yoshiko Tamblingson","Male","Sales","Kaduna",0.051,29590,1509,31099,"Good"
"Joella Maevela","Female","Sales","Kaduna",0.051,76210,3887,80097,"Good"
"Garwin Peasegood","Female","Engineering","Lagos",0.043,68220,2933,71153,"Good"
"Laney Renne","Male","Engineering","Kaduna",0.043,57350,2466,59816,"Good"
"Shannen Crittal","Female","Engineering","Kaduna",0.043,68040,2926,70966,"Good"
"Jeane Blaszczak","Female","Engineering","Lagos",0.043,44300,1905,46205,"Good"
"Peria Revey","Male","Engineering","Kaduna",0.043,103240,4439,107679,"Good"
"Carlene Torry","Female","Engineering","Lagos",0.043,59610,2563,62173,"Good"
"Delinda Snozzwell","Male","Engineering","Abuja",0.043,67010,2881,69891,"Good"
"Niall Selesnick","Female","Engineering","Lagos",0.043,34980,1504,36484,"Good"
"Manolo Gasnell","Male","Engineering","Kaduna",0.043,88380,3800,92180,"Good"
"Wyatt Clinch","Male","Engineering","Lagos",0.043,52590,2261,54851,"Good"
"Karyn Creeghan","Male","Engineering","Kaduna",0.043,36540,1571,38111,"Good"
"Dionne Garrish","Female","Engineering","Abuja",0.043,41600,1789,43389,"Good"
"Delinda Snozzwell","Male","Engineering","Abuja",0.043,67010,2881,69891,"Good"
"Cletus McGarahan","Female","Engineering","Lagos",0.043,114430,4920,119350,"Good"
"Anne-corinne Daulby","Male","Engineering","Lagos",0.043,78640,3382,82022,"Good"
"Margit Kunze","Male","Engineering","Abuja",0.043,94020,4043,98063,"Good"
"Christos Wintle","Male","Engineering","Lagos",0.043,74360,3197,77557,"Good"
"Hobie Stockbridge","Male","Engineering","Lagos",0.043,92940,3996,96936,"Good"
"Nicolis Winspire","Male","Engineering","Lagos",0.043,45650,1963,47613,"Good"
"Damien Netley","Male","Engineering","Abuja",0.043,98110,4219,102329,"Good"
"Gisella Mewe","Female","Support","Abuja",0.049,109760,5378,115138,"Good"
"Brigid Jeffrey","Female","Support","Kaduna",0.049,53910,2642,56552,"Good"
"Corinna Griffiths","Male","Support","Kaduna",0.049,75010,3675,78685,"Good"
"Warner Carwithan","Female","Support","Kaduna",0.049,113760,5574,119334,"Good"
"Abbie Tann","Female","Business Development","Lagos",0.05,116520,5826,122346,"Good"
"Meryl Waggatt","Female","Business Development","Kaduna",0.05,77060,3853,80913,"Good"
"Carlin Demke","Male","Business Development","Lagos",0.05,110040,5502,115542,"Good"
"Susy Challoner","Female","Business Development","Kaduna",0.05,29890,1494,31384,"Good"
"Tammi Lackham","Female","Business Development","Abuja",0.05,61690,3084,64774,"Good"
"Van Tuxwell","Female","Business Development","Abuja",0.05,80700,4035,84735,"Good"
"Murial Ickovici","Female","Business Development","Kaduna",0.05,72500,3625,76125,"Good"
"Thorvald Milliken","Female","Business Development","Lagos",0.05,33030,1652,34682,"Good"
"Pierson Measham","Male","Business Development","Kaduna",0.05,103160,5158,108318,"Good"
"Wyn Treadger","Female","Business Development","Kaduna",0.05,69190,3460,72650,"Good"
"Lil Ibberson","Male","Business Development","Kaduna",0.05,75920,3796,79716,"Good"
"Ardella Dyment","Female","Business Development","Kaduna",0.05,70650,3532,74182,"Good"
"Brodie Grimstead","Male","Business Development","Kaduna",0.05,117850,5892,123742,"Good"
"Leslie Cardoso","Female","Business Development","Abuja",0.05,103340,5167,108507,"Good"
"Sheff Gerdts","Male","Business Development","Lagos",0.05,89160,4458,93618,"Good"
"Gunar Cockshoot","Male","Business Development","Abuja",0.05,48950,2448,51398,"Good"
"Marcellina Kitt","Female","Business Development","Kaduna",0.05,78500,3925,82425,"Good"
"Garwood Penhale","Female","Business Development","Kaduna",0.05,96640,4832,101472,"Good"
"Evangelia Gowers","Male","Business Development","Kaduna",0.05,118450,5922,124372,"Good"
"Kincaid Hellicar","Male","Business Development","Kaduna",0.05,96610,4830,101440,"Good"
"Shayne Stegel","Male","Business Development","Abuja",0.05,70270,3514,73784,"Good"
"Juanita Trembey","Male","Business Development","Kaduna",0.05,54780,2739,57519,"Good"
"Candy Aindrais","Female","Business Development","Lagos",0.05,116590,5830,122420,"Good"
"Jordain Sparkwill","Female","Product Management","Abuja",0.041,107660,4414,112074,"Good"
"Camille Baldinotti","Female","Product Management","Lagos",0.041,41700,1710,43410,"Good"
"Von Boeter","Male","Product Management","Lagos",0.041,36370,1491,37861,"Good"
"Vlad Strangeway","Male","Product Management","Abuja",0.041,77740,3187,80927,"Good"
"Millard Brakewell","Male","Product Management","Kaduna",0.041,76560,3139,79699,"Good"
"L;urette Bontein","Male","Product Management","Abuja",0.041,47650,1954,49604,"Good"
"Crissie Cordel","Female","Product Management","Abuja",0.041,41570,1704,43274,"Good"
"Shellysheldon Ellerman","Female","Product Management","Abuja",0.041,34470,1413,35883,"Good"
"Cathi Delgardo","Male","Product Management","Abuja",0.041,111910,4588,116498,"Good"
"Sharron Petegree","Female","Product Management","Kaduna",0.041,87290,3579,90869,"Good"
"Marney O'Breen","Female","Product Management","Kaduna",0.041,65920,2703,68623,"Good"
"Nani Brockley","Male","Product Management","Abuja",0.041,47000,1927,48927,"Good"
"Bordy Yatman","Female","Product Management","Lagos",0.041,108450,4446,112896,"Good"
"Bogey Hitcham","Male","Product Management","Abuja",0.041,106170,4353,110523,"Good"
"Curtice Advani","Male","Product Management","Lagos",0.041,59810,2452,62262,"Good"
"Vic Radolf","Female","Product Management","Abuja",0.041,62780,2574,65354,"Good"
"Issie Crippes","Female","Product Management","Abuja",0.041,81720,3351,85071,"Good"
"Euell Willoughley","Male","Product Management","Kaduna",0.041,105800,4338,110138,"Good"
"Richy Gray","Female","Product Management","Kaduna",0.041,89830,3683,93513,"Good"
"Ava Whordley","Female","Product Management","Abuja",0.041,104210,4273,108483,"Good"
"Minna Showler","Female","Training","Kaduna",0.059,105370,6217,111587,"Good"
"Isa Mogie","Female","Training","Kaduna",0.059,50950,3006,53956,"Good"
"Fancy Bonin","Male","Training","Lagos",0.059,84680,4996,89676,"Good"
"Rhody Odhams","Male","Training","Lagos",0.059,103600,6112,109712,"Good"
"Vernor Atyea","Female","Training","Kaduna",0.059,102930,6073,109003,"Good"
"Ewart Hovel","Female","Training","Lagos",0.059,116770,6889,123659,"Good"
"Lindi Morfey","Male","Training","Kaduna",0.059,99470,5869,105339,"Good"
"Torrance Collier","Female","Training","Lagos",0.059,96140,5672,101812,"Good"
"Nerissa Kavanagh","Male","Training","Abuja",0.059,84170,4966,89136,"Good"
"Georg Dinnage","Male","Training","Kaduna",0.059,88330,5211,93541,"Good"
"Antone Tolmie","Male","Training","Kaduna",0.059,110820,6538,117358,"Good"
"Luce Beentjes","Male","Training","Abuja",0.059,48180,2843,51023,"Good"
"Mallorie Waber","Male","Training","Lagos",0.059,60570,3574,64144,"Good"
"Ewart Laphorn","Female","Training","Kaduna",0.059,119110,7027,126137,"Good"
"William Reeveley","Male","Training","Abuja",0.059,53870,3178,57048,"Good"
"Gerald Caple","Male","Training","Kaduna",0.059,59300,3499,62799,"Good"
"Felita Whitloe","Male","Training","Kaduna",0.059,63450,3744,67194,"Good"
"Lek Scamaden","Female","Training","Abuja",0.059,51860,3060,54920,"Good"
"Jo-anne Gobeau","Female","Training","Abuja",0.059,37900,2236,40136,"Good"
"William Reeveley","Male","Training","Abuja",0.059,53870,3178,57048,"Good"
"Nessi Delves","Male","Training","Kaduna",0.059,56830,3353,60183,"Good"
"Easter Pyke","Female","Training","Kaduna",0.059,95680,5645,101325,"Good"
"Ebonee Roxburgh","Male","Training","Kaduna",0.059,67950,4009,71959,"Good"
"Josie Barnson","Female","Training","Kaduna",0.059,74110,4372,78482,"Good"
"Robbert Mandrier","Female","Training","Abuja",0.059,98020,5783,103803,"Good"
"Felipe Parkman","Female","Training","Abuja",0.059,90150,5319,95469,"Good"
"Nicole Blowfelde","Female","Training","Kaduna",0.059,59560,3514,63074,"Good"
"Gavan Puttan","Male","Accounting","Abuja",0.058,35940,2085,38025,"Good"
"Haven Belward","Male","Accounting","Lagos",0.058,89120,5169,94289,"Good"
"Gradey Litton","Female","Accounting","Kaduna",0.058,68890,3996,72886,"Good"
"Bren Absolon","Male","Accounting","Abuja",0.058,74710,4333,79043,"Good"
"Inger Andriveaux","Male","Accounting","Abuja",0.058,107110,6212,113322,"Good"
"Quentin Ferraresi","Female","Accounting","Abuja",0.058,49000,2842,51842,"Good"
"Jermaine Steers","Female","Accounting","Abuja",0.058,35440,2056,37496,"Good"
"Mahalia Larcher","Male","Accounting","Abuja",0.058,113280,6570,119850,"Good"
"Yolande O'Dare","Female","Accounting","Abuja",0.058,51650,2996,54646,"Good"
"Gilles Jaquet","Female","Accounting","Kaduna",0.058,76300,4425,80725,"Good"
"Roddy Speechley","Male","Accounting","Abuja",0.058,115920,6723,122643,"Good"
"Novelia Pyffe","Male","Accounting","Kaduna",0.058,52270,3032,55302,"Good"
"Brad Gumb","Male","Accounting","Kaduna",0.058,38830,2252,41082,"Good"
"Kissiah Maydway","Male","Accounting","Lagos",0.058,106460,6175,112635,"Good"
"Cherlyn Barter","Female","Accounting","Abuja",0.058,104120,6039,110159,"Good"
"Rafaelita Blaksland","Female","Services","Kaduna",0.053,109160,5785,114945,"Good"
"Jim Perrygo","Male","Services","Lagos",0.053,96790,5130,101920,"Good"
"Carmel Pancoust","Female","Services","Abuja",0.053,119550,6336,125886,"Good"
"Rosamond Fishe","Male","Services","Lagos",0.053,108160,5732,113892,"Good"
"Helaine Lyddy","Male","Services","Kaduna",0.053,103110,5465,108575,"Good"
"Cindi Stratten","Female","Services","Lagos",0.053,99200,5258,104458,"Good"
"Pearla Beteriss","Male","Services","Kaduna",0.053,69910,3705,73615,"Good"
"Joli Jodrelle","Male","Services","Kaduna",0.053,77100,4086,81186,"Good"
"Mathian MacMeeking","Female","Services","Kaduna",0.053,45060,2388,47448,"Good"
"Mick Spraberry","Female","Services","Abuja",0.053,85880,4552,90432,"Good"
"Gayla Blackadder","Female","Services","Lagos",0.053,109170,5786,114956,"Good"
"Danica Nayshe","Female","Services","Kaduna",0.053,89690,4754,94444,"Good"
"Aurelia Stanners","Female","Services","Lagos",0.053,98630,5227,103857,"Good"
"Marni Jull","Female","Services","Abuja",0.053,84200,4463,88663,"Good"
"Aile Strathearn","Female","Marketing","Lagos",0.058,114600,6647,121247,"Good"
"Jakob Philippe","Male","Marketing","Kaduna",0.058,51910,3011,54921,"Good"
"Cara Havers","Male","Marketing","Lagos",0.058,89610,5197,94807,"Good"
"Delora Arendt","Female","Marketing","Abuja",0.058,67620,3922,71542,"Good"
"Mariann Mowat","Male","Marketing","Kaduna",0.058,32620,1892,34512,"Good"
"Jan Morforth","Male","Marketing","Abuja",0.058,48170,2794,50964,"Good"
"Beatriz Bateson","Male","Marketing","Kaduna",0.058,89090,5167,94257,"Good"
"North Bertomeu","Female","Marketing","Abuja",0.058,104900,6084,110984,"Good"
"Rudyard Tomsa","Female","Marketing","Kaduna",0.058,43900,2546,46446,"Good"
"Reube Sushams","Male","Marketing","Kaduna",0.058,90130,5228,95358,"Good"
"Tabbatha Pickston","Male","Marketing","Abuja",0.058,72040,4178,76218,"Good"
"Xavier Filipic","Female","Marketing","Kaduna",0.058,31050,1801,32851,"Good"
"Packston Joanic","Male","Marketing","Kaduna",0.058,51860,3008,54868,"Good"
"Conchita Soden","Male","Marketing","Abuja",0.058,74410,4316,78726,"Good"
"Reggie Taylerson","Male","Marketing","Lagos",0.058,87610,5081,92691,"Good"
"Carolyn Attack","Female","Marketing","Lagos",0.058,70760,4104,74864,"Good"
"Oliy Feeney","Female","Marketing","Lagos",0.058,42970,2492,45462,"Good"
"Caro Hainsworth","Male","Marketing","Kaduna",0.058,77470,4493,81963,"Good"
"Chrisy Kyme","Female","Marketing","Lagos",0.058,99200,5754,104954,"Good"
"Cara Havers","Male","Marketing","Kaduna",0.058,89610,5197,94807,"Good"
"Jessica Callcott","Female","Marketing","Lagos",0.058,66020,3829,69849,"Good"
"Cleveland Pottiphar","Female","Marketing","Lagos",0.058,74600,4327,78927,"Good"
"Maisie Shotboulte","Female","Marketing","Abuja",0.058,71210,4130,75340,"Good"
"Ronnie Sinyard","Female","Legal","Abuja",0.054,101760,5495,107255,"Good"
"Obidiah Westrope","Male","Legal","Kaduna",0.054,108460,5857,114317,"Good"
"Ignacius Losel","Male","Legal","Kaduna",0.054,28480,1538,30018,"Good"
"Shela Goade","Male","Legal","Kaduna",0.054,93930,5072,99002,"Good"
"Beryl Burnsyde","Male","Legal","Lagos",0.054,29770,1608,31378,"Good"
"Egor Minto","Male","Legal","Abuja",0.054,63450,3426,66876,"Good"
"Brendan Edgeller","Female","Legal","Abuja",0.054,31040,1676,32716,"Good"
"Clo Jimpson","Male","Legal","Abuja",0.054,57620,3111,60731,"Good"
"Purcell Le Pine","Male","Legal","Kaduna",0.054,101220,5466,106686,"Good"
"Alysa Wankling","Male","Legal","Lagos",0.054,106460,5749,112209,"Good"
"Marga Lorenzo","Female","Legal","Abuja",0.054,89360,4825,94185,"Good"
"William Coveny","Male","Legal","Abuja",0.054,66140,3572,69712,"Good"
"Timmi Durran","Male","Human Resources","Abuja",0.054,68430,3695,72125,"Good"
"Bennett Gimenez","Female","Human Resources","Abuja",0.054,36460,1969,38429,"Good"
"Minetta Parsons","Female","Human Resources","Abuja",0.054,110770,5982,116752,"Good"
"Adella Hartshorne","Female","Human Resources","Abuja",0.054,41160,2223,43383,"Good"
"Collette Blackaller","Female","Human Resources","Kaduna",0.054,42380,2289,44669,"Good"
"Aindrea Lenormand","Female","Human Resources","Abuja",0.054,71180,3844,75024,"Good"
"Tatum Hush","Female","Human Resources","Abuja",0.054,53240,2875,56115,"Good"
"Mickey Pybus","Male","Human Resources","Kaduna",0.054,87850,4744,92594,"Good"
"Judi Cosgriff","Female","Human Resources","Abuja",0.054,86390,4665,91055,"Good"
"Farris Ditchfield","Male","Human Resources","Kaduna",0.054,58030,3134,61164,"Good"
"Anni Izzard","Male","Human Resources","Abuja",0.054,103490,5588,109078,"Good"
"Yvette Bett","Male","Human Resources","Lagos",0.054,76320,4121,80441,"Good"
"Evanne Levens","Male","Human Resources","Kaduna",0.054,36880,1992,38872,"Good"
"Alfred Peplay","Female","Human Resources","Lagos",0.054,60580,3271,63851,"Good"
"Phillipp Nekrews","Male","Human Resources","Kaduna",0.054,71330,3852,75182,"Good"
"Gearard Wixon","Male","Human Resources","Abuja",0.054,106190,5734,111924,"Good"
"Hali Behnecke","Male","Human Resources","Kaduna",0.054,65570,3541,69111,"Good"
"Erin Androsik","Male","Human Resources","Lagos",0.054,48530,2621,51151,"Good"
"Virginia McConville","Female","Human Resources","Abuja",0.054,76900,4153,81053,"Good"
"Larry Pioch","Male","Research and Development","Abuja",0.054,49670,2682,52352,"Good"
"Fedora Graffin","Male","Research and Development","Lagos",0.054,92500,4995,97495,"Good"
"Aloisia Minto","Male","Research and Development","Abuja",0.054,41420,2237,43657,"Good"
"Ede Mignot","Female","Research and Development","Kaduna",0.054,98640,5327,103967,"Good"
"Mick Tanguy","Female","Research and Development","Lagos",0.054,97400,5260,102660,"Good"
"Janina Wolverson","Female","Research and Development","Kaduna",0.054,99680,5383,105063,"Good"
"Merrilee Plenty","Female","Research and Development","Abuja",0.054,87620,4731,92351,"Good"
"Edgard Irving","Male","Research and Development","Kaduna",0.054,87290,4714,92004,"Good"
"Kit Battlestone","Female","Research and Development","Abuja",0.054,115980,6263,122243,"Good"
"Dayle O'Luney","Female","Research and Development","Abuja",0.054,46750,2524,49274,"Good"
"Giffer Berlin","Female","Research and Development","Kaduna",0.054,92340,4986,97326,"Good"
"Rose Shurrocks","Female","Research and Development","Kaduna",0.054,32140,1736,33876,"Good"
"Lonny Caen","Female","Research and Development","Lagos",0.054,35980,1943,37923,"Good"
"Inger Chapelhow","Female","Research and Development","Abuja",0.054,84310,4553,88863,"Good"
"Calvin O'Carroll","Female","Research and Development","Abuja",0.054,44450,2400,46850,"Good"
"Shanon Deverell","Female","Research and Development","Lagos",0.054,78180,4222,82402,"Good"
"Ashien Gallen","Female","Research and Development","Abuja",0.054,115080,6214,121294,"Good"
"Gino Groome","Female","Research and Development","Lagos",0.054,60440,3264,63704,"Good"
"Lonny Caen","Female","Research and Development","Lagos",0.054,35980,1943,37923,"Good"
"Merrilee Plenty","Female","Research and Development","Abuja",0.054,87620,4731,92351,"Good"
"Archibald Filliskirk","Male","Research and Development","Abuja",0.054,40400,2182,42582,"Good"
"Kaine Padly","Male","Research and Development","Abuja",0.054,107700,5816,113516,"Good"
"Brien Boise","Female","Research and Development","Kaduna",0.054,58100,3137,61237,"Good"
"Eberto William","Female","Research and Development","Abuja",0.054,57750,3118,60868,"Good"
"Vassili Flay","Male","Research and Development","Abuja",0.054,108970,5884,114854,"Good"
"Berny Bastide","Male","Research and Development","Kaduna",0.054,56710,3062,59772,"Good"
"Augusta Cheetham","Male","Research and Development","Abuja",0.054,105470,5695,111165,"Good"
"Cecilio Sprankling","Male","Research and Development","Abuja",0.054,109710,5924,115634,"Good"
"Latisha Jolly","Female","Research and Development","Lagos",0.054,58400,3154,61554,"Good"
"Debera Gow","Female","Research and Development","Lagos",0.054,39700,2144,41844,"Good"
"Jessika Jaycocks","Female","Research and Development","Lagos",0.054,67980,3671,71651,"Good"
"Myer McCory","Male","Research and Development","Kaduna",0.054,69710,3764,73474,"Good"
"Maritsa Marusic","Male","Research and Development","Kaduna",0.054,52750,2848,55598,"Good"
"Rhiamon Mollison","Female","Research and Development","Lagos",0.054,59430,3209,62639,"Good"
"Matias Cormack","Male","Research and Development","Kaduna",0.054,85460,4615,90075,"Good"
"Ernestus O'Hengerty","Female","Research and Development","Abuja",0.054,31020,1675,32695,"Good"
